row_id,order_id,customer_id,order_date,delivery_date,status,payment_method,currency,price,quantity,total_amount,channel
759,ORD100759,C75670,2024-10-26,2024-11-02,delivered,credit_card,EUR,31.51,-1.0,126.04,web
497,ORD100497,C43676,2024-09-11,2024-09-15,delivered,credit_card,EUR,39.07,5.0,195.35,app
1655,ORD101655,C30815,2024-05-16,2024-05-23,delivered,credit_card,USD,34.22,2.0,68.44,web
342,ORD100342,C65966,2025-07-12,2025-07-21,delivered,cash,EUR,17.48,2.0,34.96,web
1834,ORD101834,C46910,2025-11-01,2025-11-10,cancelled,credit_card,EUR,21.43,1.0,21.43,web
299,ORD100299,C11945,2024-10-17,2024-10-24,shipped,credit_card,EUR,32.35,2.0,64.7,app
2426,ORD102426,C24197,2024-10-18,2024-10-27,delivered,cash,EUR,26.87,2.0,53.74,web
1833,ORD101833,C16463,2025-10-15,2025-10-22,delivered,cash,EUR,17.07,3.0,51.21,web
1708,ORD101708,C31938,2024-06-14,2024-06-16,delivered,paypal,EUR,34.48,5.0,172.4,app
945,ORD100945,C20729,2025-06-04,2025-06-06,delivered,,EUR,40.17,2.0,80.34,web
1951,ORD101951,C64731,2024-07-04,2024-07-06,processing,cash,EUR,16.35,3.0,49.05,web
220,ORD100220,C21481,2025-04-03,2025-04-04,delivered,credit_card,EUR,59.53,2.0,119.06,partner
695,ORD100695,C32804,2024-05-08,2024-05-15,delivered,credit_card,EUR,110.13,4.0,440.52,web
1972,ORD101972,C71367,2024-12-22,2024-12-28,shipped,credit_card,EUR,44.53,4.0,178.12,web
2067,ORD102067,C91636,2025-05-29,2025-06-02,delivered,cash,USD,13.4,4.0,53.6,web
84,ORD100084,C66678,2024-09-13,2024-09-19,delivered,cash,EUR,39.72,5.0,198.6,web
1099,ORD101099,C49039,2025-03-30,2025-04-01,delivered,credit_card,EUR,41.86,5.0,209.3,app
266,ORD100266,C50232,2024-09-26,2024-10-02,delivered,credit_card,EUR,13.33,2.0,26.66,web
1713,ORD101713,C76013,2025-06-05,2025-06-10,delivered,paypal,EUR,36.06,2.0,72.12,partner
290,ORD100290,C82682,2025-11-15,2025-11-23,cancelled,credit_card,EUR,36.46,3.0,109.38,web
679,ORD100679,C94233,2024-05-04,2024-05-10,delivered,credit_card,EUR,42.88,4.0,171.52,web
680,ORD100680,C75106,2024-06-12,2024-06-13,processing,cash,EUR,48.34,3.0,145.02,web
416,ORD100416,C97236,2025-03-29,2025-04-04,delivered,credit_card,USD,23.48,4.0,93.92,web
472,ORD100472,C48886,2025-03-13,2025-03-17,x_cancel,cash,EUR,27.08,2.0,54.16,app
834,ORD100834,C86890,,2024-02-29,delivered,credit_card,EUR,24.98,5.0,124.9,app
2118,ORD102118,C59136,2025-04-07,2025-04-12,delivered,credit_card,EUR,19.66,3.0,58.98,app
2488,ORD102488,C57263,2025-11-12,2025-11-17,processing,credit_card,EUR,35.68,1.0,35.68,app
2402,ORD102402,C77131,2025-03-30,2025-04-07,delivered,credit_card,EUR,13.05,4.0,52.2,web
888,ORD100888,C11417,2024-07-30,2024-08-05,delivered,paypal,EUR,78.57,2.0,157.14,web
2561,ORD102223,C48051,2024-02-07,2024-02-12,shipped,credit_card,EUR,44.47,5.0,222.35,partner
1033,ORD101033,C38250,2025-12-24,2025-12-30,delivered,credit_card,USD,23.13,5.0,115.65,web
278,ORD100278,C15846,2024-10-11,2024-10-19,delivered,credit_card,EUR,11.95,5.0,59.75,web
1075,ORD101075,C24737,2025-05-16,2025-05-17,delivered,credit_card,EUR,20.91,1.0,20.91,web
978,ORD100978,C41577,2024-10-26,2024-11-03,processing,credit_card,EUR,15.3,4.0,61.2,web
2355,ORD102355,C43111,2025-05-20,2025-05-28,processing,credit_card,EUR,26.12,3.0,78.36,app
18,ORD100018,C85576,2024-04-14,2024-04-22,delivered,paypal,EUR,33.07,2.0,66.14,app
1925,ORD101925,C21857,2025-09-29,2025-10-06,delivered,credit_card,EUR,20.78,5.0,103.9,web
1738,ORD101738,C10292,2025-07-09,2025-07-18,delivered,paypal,EUR,44.44,2.0,88.88,web
719,ORD100719,C63962,2024-11-12,2024-11-17,delivered,credit_card,USD,59.89,2.0,119.78,web
2352,ORD102352,C74291,2024-03-18,2024-03-25,cancelled,cash,EUR,33.39,1.0,33.39,partner
2013,ORD102013,C92965,2025-10-27,2025-11-01,delivered,paypal,USD,41.43,4.0,165.72,web
764,ORD100764,C42470,2025-01-19,2025-01-21,delivered,credit_card,EUR,10.36,1.0,10.36,app
2316,ORD102316,C17813,2025-09-29,2025-10-01,delivered,cash,EUR,26.67,5.0,133.35,app
1093,ORD101093,C45331,2025-02-19,2025-02-26,delivered,paypal,EUR,21.29,4.0,85.16,web
1587,ORD101587,C17029,2025-11-10,2025-11-16,shipped,cash,USD,42.69,4.0,170.76,app
1744,ORD101744,C28930,2024-09-14,2024-09-17,shipped,credit_card,EUR,32.93,5.0,164.65,app
2093,ORD102093,C27802,2025-06-16,2025-06-22,delivered,paypal,EUR,32.46,4.0,129.84,app
1457,ORD101457,C50960,2025-06-20,2025-06-29,processing,paypal,EUR,37.61,5.0,188.05,web
219,ORD100219,C91233,2024-04-29,2024-05-02,delivered,credit_card,EUR,43.03,3.0,129.09,app
601,ORD100601,C80108,2024-04-05,2024-04-12,delivered,credit_card,EUR,36.6,3.0,109.8,partner
693,ORD100693,C95141,2024-05-20,2024-05-28,shipped,cash,USD,50.41,5.0,252.05,web
1247,,C51847,2025-12-21,2025-12-29,cancelled,cash,USD,30.42,1.0,30.42,web
303,ORD100303,C90653,2024-02-16,2024-02-25,delivered,credit_card,EUR,35.85,4.0,143.4,app
1839,ORD101839,C59760,2025-01-02,2025-01-11,cancelled,cash,EUR,40.0,4.0,160.0,app
700,ORD100700,C56848,2025-11-04,2025-11-13,shipped,paypal,EUR,26.33,3.0,78.99,web
1125,ORD101125,C85922,2025-06-27,2025-07-01,delivered,credit_card,EUR,30.1,3.0,90.3,web
1817,ORD101817,C32719,2024-10-29,2024-11-05,shipped,credit_card,EUR,12.57,4.0,50.28,app
344,ORD100344,C91496,2024-11-29,2024-12-01,delivered,credit_card,EUR,20.87,3.0,62.61,app
859,ORD100859,C82085,2025-01-20,2025-01-26,shipped,credit_card,EUR,16.51,4.0,66.04,web
1269,ORD101269,C14382,2024-08-31,2024-09-02,shipped,credit_card,EUR,28.22,2.0,56.44,web
979,ORD100979,C60918,2025-07-23,2025-07-24,delivered,paypal,USD,14.16,5.0,70.8,web
2102,ORD102102,C25494,2024-08-16,2024-08-22,processing,crypto,EUR,24.82,5.0,124.1,app
1391,ORD101391,C57658,2025-11-07,2025-11-13,shipped,paypal,EUR,28.1,4.0,112.4,app
1029,ORD101029,C40071,2024-03-28,2024-04-01,delivered,credit_card,EUR,17.86,2.0,35.72,app
2372,ORD102372,C15501,2024-02-13,2024-02-14,shipped,credit_card,EUR,31.82,0.0,127.28,web
1114,ORD101114,C27494,2025-07-03,2025-07-04,shipped,credit_card,EUR,18.93,3.0,56.79,web
841,ORD100841,C69063,2024-08-11,2024-08-15,cancelled,credit_card,EUR,26.41,5.0,132.05,web
2483,ORD102483,C38835,2024-10-20,2024-10-28,delivered,paypal,EUR,45.21,2.0,90.42,web
192,ORD100192,C64647,2025-10-27,2025-10-28,cancelled,credit_card,EUR,26.11,1.0,26.11,web
174,ORD100174,C72708,2025-11-11,2025-11-16,delivered,credit_card,EUR,17.97,4.0,71.88,web
1321,ORD101321,C34733,2024-01-09,2024-01-18,shipped,credit_card,EUR,24.4,3.0,73.2,partner
986,ORD100986,C65497,2024-09-05,2024-09-09,shipped,credit_card,USD,22.43,1.0,22.43,app
2097,ORD102097,C87455,2024-01-04,2024-01-06,delivered,credit_card,EUR,50.21,5.0,251.05,web
2014,,C68288,2025-10-28,2025-11-02,delivered,credit_card,EUR,33.54,2.0,67.08,web
1829,ORD101829,C98412,2025-10-04,2025-10-10,processing,paypal,EUR,48.81,1.0,48.81,web
128,ORD100128,C61713,2025-03-26,2025-04-01,delivered,cash,EUR,29.35,2.0,58.7,app
340,ORD100340,C67134,2024-11-16,2024-11-19,shipped,credit_card,USD,40.54,5.0,202.7,web
1777,ORD101777,C24658,2025-07-13,2025-07-21,cancelled,credit_card,EUR,39.25,1.0,39.25,web
765,ORD100765,C80226,2025-04-14,2025-04-22,delivered,credit_card,USD,32.05,3.0,96.15,web
1064,ORD101064,C77776,2025-07-25,2025-08-01,processing,credit_card,EUR,24.21,3.0,72.63,web
307,ORD100307,C59862,2024-08-15,2024-08-23,shipped,credit_card,EUR,71.16,4.0,284.64,app
637,ORD100637,C36718,2024-12-14,2024-12-20,delivered,paypal,EUR,57.68,1.0,57.68,partner
383,ORD100383,C31687,2024-02-05,2024-02-11,delivered,credit_card,EUR,43.82,5.0,219.1,app
1675,ORD101675,C98506,2024-09-12,2024-09-15,delivered,credit_card,USD,15.99,1.0,15.99,web
2382,ORD102382,C92608,2024-12-30,2025-01-02,shipped,cash,EUR,20.72,5.0,103.6,web
1376,ORD101376,C96609,2025-05-22,2025-05-24,delivered,credit_card,USD,20.52,1.0,20.52,app
177,ORD100177,C24514,2025-10-03,2025-10-07,,credit_card,USD,10.32,2.0,20.64,app
426,ORD100426,C87787,2025-03-26,2025-03-28,shipped,cash,EUR,39.01,2.0,78.02,app
1703,ORD101703,C27958,2024-04-05,2024-04-11,shipped,credit_card,EUR,26.22,5.0,131.1,web
1889,ORD101889,C50486,2025-03-13,2025-03-21,delivered,paypal,EUR,32.79,2.0,65.58,web
2245,ORD102245,C84926,2024-08-11,2024-08-13,delivered,cash,EUR,16.97,1.0,16.97,app
2020,ORD102020,C37260,2025-12-24,2025-12-26,delivered,cash,USD,19.44,5.0,97.2,web
184,ORD100184,C54605,2025-01-04,2025-01-05,delivered,credit_card,EUR,49.94,4.0,199.76,partner
1592,ORD101592,C44499,2024-09-24,2024-10-01,cancelled,credit_card,EUR,38.98,1.0,38.98,app
2081,ORD102081,C18255,2025-12-11,2025-12-13,shipped,paypal,EUR,54.58,4.0,218.32,app
2367,ORD102367,C25866,2024-08-23,2024-08-25,delivered,paypal,EUR,31.63,4.0,126.52,web
2315,ORD102315,C10046,2024-08-05,2024-08-12,delivered,credit_card,EUR,23.75,4.0,95.0,web
1928,ORD101928,C26425,2025-07-17,2025-07-18,delivered,credit_card,EUR,29.91,3.0,89.73,web
2551,ORD101757,C64786,2024-03-06,2024-03-12,delivered,cash,USD,56.18,2.0,112.36,app
1266,ORD101266,C14954,2025-05-11,2025-05-13,delivered,credit_card,EUR,61.33,4.0,245.32,web
489,ORD100489,C64540,2024-11-08,2024-11-16,shipped,paypal,USD,44.75,1.0,44.75,app
1128,ORD101128,C60055,2025-09-10,2025-09-16,shipped,credit_card,EUR,26.32,5.0,131.6,app
902,ORD100902,C29721,2024-04-24,2024-05-03,delivered,credit_card,EUR,23.69,0.0,118.45,web
2321,ORD102321,C13135,,2025-05-22,delivered,credit_card,USD,33.27,1.0,33.27,app
2149,ORD102149,C86857,2024-07-11,2024-07-12,delivered,paypal,EUR,20.25,1.0,20.25,app
1742,,C51022,2025-08-25,2025-08-31,delivered,credit_card,EUR,57.67,3.0,173.01,web
1567,ORD101567,C64307,2024-11-03,2024-11-10,shipped,credit_card,EUR,18.36,1.0,18.36,web
1628,ORD101628,C44935,2025-02-04,2025-02-07,shipped,credit_card,EUR,23.45,4.0,93.8,web
118,ORD100118,C32093,2025-04-24,2025-05-01,cancelled,credit_card,EUR,61.4,2.0,122.8,web
1645,ORD101645,C36527,2024-07-23,2024-07-24,delivered,credit_card,EUR,16.9,3.0,50.7,web
281,ORD100281,C53798,2025-11-15,2025-11-20,delivered,credit_card,EUR,28.47,3.0,85.41,web
2250,ORD102250,C55577,2024-01-30,2024-02-05,delivered,credit_card,USD,17.1,1.0,17.1,app
1651,ORD101651,,2025-01-22,2025-01-24,delivered,cash,EUR,39.52,4.0,158.08,web
1942,ORD101942,C88687,2025-05-14,2025-05-22,cancelled,credit_card,EUR,14.46,1.0,14.46,web
2400,ORD102400,C10581,2024-09-09,2024-09-12,delivered,credit_card,EUR,28.63,1.0,28.63,web
1811,ORD101811,C68726,2025-09-18,2025-09-24,shipped,credit_card,EUR,18.97,4.0,75.88,app
2079,ORD102079,C21322,2024-08-01,2024-08-04,delivered,card,EUR,34.33,2.0,68.66,web
1317,ORD101317,C63128,2025-08-09,2025-08-11,delivered,paypal,EUR,21.67,3.0,65.01,web
366,ORD100366,C52258,2024-08-18,2024-08-19,delivered,credit_card,EUR,37.27,1.0,37.27,web
2419,ORD102419,C47678,2025-01-20,2025-01-21,delivered,credit_card,USD,38.31,2.0,76.62,web
555,ORD100555,C55406,2024-12-15,2024-12-16,delivered,cash,EUR,51.53,0.0,257.65,app
1316,ORD101316,C73866,2024-11-26,2024-12-02,delivered,credit_card,USD,61.3,4.0,245.2,app
1170,ORD101170,C66607,2024-04-15,2024-04-22,delivered,cash,EUR,80.75,5.0,403.75,app
2438,ORD102438,C85984,2024-08-04,2024-08-07,shipped,credit_card,EUR,27.5,2.0,55.0,app
1355,ORD101355,C54721,2025-06-04,2025-06-06,delivered,credit_card,EUR,30.77,1.0,30.77,web
203,ORD100203,C72972,2025-09-04,2025-09-11,cancelled,credit_card,EUR,27.55,5.0,137.75,web
2175,ORD102175,C78632,2024-09-27,2024-09-28,delivered,credit_card,EUR,30.92,4.0,123.68,web
120,ORD100120,C49564,2025-09-11,2025-09-19,cancelled,paypal,EUR,20.6,3.0,61.8,web
283,ORD100283,C54163,2025-09-04,2025-09-13,delivered,credit_card,EUR,16.6,3.0,49.8,web
575,ORD100575,C43624,2025-06-30,2025-07-08,processing,credit_card,EUR,27.38,3.0,82.14,app
1375,ORD101375,C96327,2025-03-17,2025-03-26,delivered,credit_card,EUR,22.98,5.0,114.9,web
1609,ORD101609,C21342,2024-08-24,2024-08-27,delivered,credit_card,EUR,20.48,5.0,102.4,web
1498,ORD101498,C52050,2025-06-18,2025-06-22,delivered,credit_card,USD,13.37,4.0,53.48,web
275,ORD100275,C53406,2024-08-08,2024-08-16,delivered,paypal,EUR,25.07,4.0,100.28,web
2436,ORD102436,,2025-12-03,2025-12-10,delivered,credit_card,EUR,57.06,3.0,171.18,web
941,ORD100941,C46362,2024-01-18,2024-01-22,delivered,credit_card,EUR,32.79,2.0,65.58,app
360,ORD100360,C86106,2024-05-21,2024-05-27,delivered,paypal,EUR,59.76,4.0,239.04,web
1271,ORD101271,C19835,2024-08-29,2024-09-04,processing,credit_card,USD,17.65,2.0,35.3,web
1034,ORD101034,C15988,2024-03-05,2024-03-07,shipped,cash,EUR,22.61,1.0,22.61,web
1001,ORD101001,C76302,2025-04-13,2025-04-17,delivered,credit_card,EUR,41.31,3.0,123.93,web
629,ORD100629,C42974,2025-08-01,2025-08-06,processing,credit_card,EUR,31.01,4.0,124.04,web
2357,ORD102357,C29726,2025-04-06,2025-04-10,shipped,credit_card,EUR,71.64,2.0,143.28,web
1465,ORD101465,C20043,2025-09-14,2025-09-23,delivered,cash,EUR,24.98,3.0,74.94,web
286,ORD100286,C24491,2024-07-25,2024-08-03,shipped,paypal,EUR,30.26,2.0,60.52,partner
949,ORD100949,C35026,2024-12-28,2025-01-04,cancelled,paypal,EUR,18.84,1.0,18.84,web
1656,ORD101656,C86264,2025-05-31,2025-06-06,processing,credit_card,EUR,38.24,5.0,191.2,web
1582,ORD101582,C56385,2025-07-16,2025-07-25,shipped,paypal,EUR,77.61,2.0,155.22,web
2226,ORD102226,C88995,2024-03-12,2024-03-14,cancelled,credit_card,EUR,34.51,3.0,103.53,web
423,ORD100423,C62299,2025-01-30,2025-02-06,shipped,credit_card,EUR,24.38,3.0,73.14,web
1912,ORD101912,C10277,2024-08-31,2024-09-09,shipped,paypal,EUR,29.3,1.0,29.3,partner
1871,ORD101871,C28613,2024-05-04,2024-05-13,delivered,credit_card,EUR,37.05,4.0,148.2,app
2083,ORD102083,C70073,2025-06-01,2025-06-07,processing,credit_card,USD,19.1,4.0,76.4,web
1750,ORD101750,C93813,2024-11-01,2024-11-06,delivered,credit_card,EUR,56.97,3.0,170.91,web
65,ORD100065,C39323,2024-11-11,2024-11-17,delivered,credit_card,USD,24.16,5.0,120.8,web
1741,ORD101741,C76923,2024-07-19,2024-07-25,cancelled,credit_card,EUR,34.95,0.0,174.75,web
1904,ORD101904,C39977,2024-07-09,2024-07-17,delivered,credit_card,EUR,60.57,4.0,242.28,app
962,ORD100962,C85609,2025-09-25,2025-09-29,delivered,credit_card,EUR,6.3,2.0,12.6,app
809,ORD100809,C99732,2025-11-20,2025-11-23,delivered,paypal,USD,27.71,4.0,110.84,web
230,ORD100230,C51688,2025-12-03,2025-12-10,delivered,paypal,EUR,27.35,5.0,136.75,web
1667,ORD101667,C70985,2024-05-12,2024-05-18,delivered,credit_card,EUR,38.62,4.0,154.48,app
845,ORD100845,C10488,2025-07-09,2025-07-11,shipped,cash,EUR,38.59,1.0,38.59,app
1251,ORD101251,C47041,2025-08-06,2025-08-07,delivered,credit_card,EUR,52.28,3.0,156.84,app
2260,ORD102260,C12139,2025-12-07,2025-12-08,delivered,cash,USD,23.01,1.0,23.01,partner
1398,ORD101398,C12250,2024-08-09,2024-08-15,delivered,credit_card,EUR,34.08,1.0,34.08,app
2284,ORD102284,C71306,2025-09-09,2025-09-15,processing,cash,EUR,68.24,2.0,136.48,web
1350,ORD101350,C15426,2025-06-20,2025-06-23,delivered,paypal,EUR,33.84,2.0,67.68,web
1135,ORD101135,C15229,2024-12-11,2024-12-14,delivered,credit_card,EUR,42.71,4.0,170.84,web
374,ORD100374,C89765,2024-10-07,2024-10-13,delivered,paypal,EUR,24.02,4.0,96.08,app
1828,ORD101828,C65256,2024-02-05,2024-02-13,cancelled,paypal,EUR,15.85,5.0,79.25,app
1615,ORD101615,C25564,2024-12-13,2024-12-17,delivered,credit_card,USD,15.07,3.0,45.21,web
1309,ORD101309,C86749,2025-03-19,2025-03-22,shipped,paypal,USD,35.58,2.0,71.16,web
297,ORD100297,C49501,2025-02-18,2025-02-22,delivered,credit_card,USD,20.53,1.0,20.53,web
598,ORD100598,C66503,2024-05-14,2024-05-16,delivered,credit_card,EUR,28.17,5.0,140.85,app
1558,ORD101558,C99565,2024-05-30,2024-06-02,delivered,cash,EUR,23.21,1.0,23.21,app
99,ORD100099,C22577,2024-10-11,2024-10-16,processing,cash,EUR,36.8,2.0,73.6,app
2444,ORD102444,C63832,2024-01-27,2024-02-04,delivered,credit_card,EUR,31.79,2.0,63.58,web
1547,ORD101547,C86448,2024-06-30,2024-07-05,delivered,credit_card,EUR,8.47,3.0,25.41,partner
1307,ORD101307,C31389,2024-04-23,2024-04-29,shipped,paypal,EUR,100.53,3.0,301.59,web
529,ORD100529,C92886,2025-10-16,2025-10-22,delivered,paypal,EUR,20.02,4.0,80.08,web
2474,ORD102474,C19418,2025-08-08,2025-08-12,delivered,credit_card,EUR,19.53,2.0,39.06,web
2268,ORD102268,C20641,2024-03-23,2024-03-31,delivered,cash,EUR,55.87,3.0,167.61,web
2502,ORD100249,C13745,2025-12-13,2025-12-18,delivered,paypal,USD,16.73,1.0,16.73,app
636,ORD100636,C31189,2025-02-28,2025-03-01,cancelled,credit_card,EUR,24.85,2.0,49.7,app
2261,ORD102261,C99946,2025-09-11,2025-09-13,delivered,paypal,EUR,47.02,2.0,94.04,web
185,ORD100185,C50153,2024-12-18,2024-12-25,shipped,cash,USD,7.49,4.0,29.96,app
1691,ORD101691,C90068,2024-09-07,2024-09-08,shipped,credit_card,EUR,16.25,1.0,16.25,web
1220,ORD101220,C68469,2025-04-11,2025-04-16,shipped,credit_card,USD,18.35,4.0,73.4,web
1450,ORD101450,C36428,2024-10-02,2024-10-11,delivered,credit_card,EUR,20.83,2.0,41.66,web
1025,ORD101025,C15001,2024-06-03,2024-06-10,delivered,cash,USD,76.03,1.0,76.03,app
1880,ORD101880,C44640,2025-11-18,2025-11-26,delivered,credit_card,EUR,25.1,5.0,125.5,web
2427,ORD102427,C44682,2025-03-08,2025-03-15,delivered,credit_card,EUR,39.46,4.0,157.84,web
511,ORD100511,C77140,2025-01-04,2025-01-08,cancelled,credit_card,EUR,25.25,2.0,50.5,web
890,ORD100890,C18998,2024-07-03,2024-07-04,delivered,cash,EUR,34.85,5.0,174.25,app
1200,ORD101200,C89111,2024-04-21,2024-04-24,cancelled,credit_card,EUR,79.15,4.0,316.6,app
1475,ORD101475,C37186,2025-05-21,2025-05-26,delivered,credit_card,EUR,23.8,3.0,71.4,web
2145,ORD102145,C49954,2024-10-21,2024-10-28,processing,paypal,EUR,33.85,5.0,169.25,web
607,ORD100607,C56279,2024-09-26,2024-10-01,shipped,credit_card,USD,34.37,2.0,68.74,app
1106,ORD101106,C31967,2024-08-27,2024-08-29,delivered,cash,EUR,25.03,5.0,125.15,web
1550,ORD101550,C35259,2024-08-24,2024-08-29,processing,cash,EUR,98.25,1.0,98.25,app
151,ORD100151,C35324,2025-10-04,2025-10-09,delivered,credit_card,EUR,76.88,1.0,76.88,app
2143,ORD102143,C64919,2024-02-18,2024-02-19,delivered,credit_card,EUR,10.66,1.0,10.66,app
1179,ORD101179,C12234,2025-06-20,2025-06-22,delivered,credit_card,EUR,11.37,3.0,34.11,web
2542,ORD100375,C18501,2025-01-12,2025-01-15,delivered,paypal,EUR,31.62,5.0,158.1,web
2370,ORD102370,C13954,2024-05-19,2024-05-21,delivered,credit_card,EUR,10.98,5.0,54.9,web
1083,ORD101083,C60036,,2024-08-13,shipped,credit_card,EUR,28.88,1.0,28.88,web
2341,ORD102341,C45502,2024-03-31,2024-04-06,delivered,credit_card,EUR,56.83,5.0,284.15,app
23,ORD100023,C93407,2024-10-20,2024-10-29,shipped,paypal,EUR,12.03,4.0,48.12,web
158,ORD100158,C55450,2025-05-06,2025-05-10,delivered,credit_card,EUR,56.8,4.0,227.2,app
1598,ORD101598,C86070,2025-08-03,2025-08-07,shipped,credit_card,EUR,28.82,3.0,86.46,web
331,ORD100331,C43382,2025-08-04,2025-08-06,delivered,paypal,EUR,19.07,1.0,19.07,web
2127,ORD102127,C66292,2024-05-12,2024-05-20,delivered,credit_card,EUR,23.31,4.0,93.24,web
2455,ORD102455,C52847,2024-05-21,2024-05-29,delivered,credit_card,EUR,28.17,3.0,84.51,app
2271,ORD102271,C38649,2025-07-11,2025-07-19,delivered,cash,EUR,22.61,1.0,22.61,web
444,ORD100444,C55753,2025-08-23,2025-08-27,delivered,cash,EUR,35.92,2.0,71.84,partner
2519,ORD101343,C61737,2024-08-07,2024-08-15,shipped,credit_card,EUR,19.75,3.0,59.25,app
2482,ORD102482,C26226,2024-05-16,2024-05-20,delivered,credit_card,USD,19.36,1.0,19.36,web
1102,ORD101102,C92702,2024-04-23,2024-04-29,delivered,paypal,EUR,15.54,4.0,62.16,web
642,ORD100642,C86876,2024-11-25,2024-11-29,processing,paypal,EUR,32.04,3.0,96.12,app
1521,ORD101521,C74039,2024-02-04,2024-02-13,delivered,credit_card,USD,77.54,1.0,77.54,app
311,ORD100311,C70500,2024-07-28,2024-08-05,cancelled,credit_card,EUR,13.79,1.0,13.79,app
351,ORD100351,C14041,2024-10-13,2024-10-22,delivered,paypal,USD,18.08,4.0,72.32,app
548,ORD100548,C56439,2024-05-03,2024-05-09,processing,paypal,EUR,31.12,2.0,62.24,web
1432,ORD101432,C25407,2025-05-28,2025-06-02,delivered,credit_card,EUR,24.18,5.0,120.9,web
1411,ORD101411,C60533,2025-12-10,2025-12-15,delivered,paypal,EUR,25.58,1.0,25.58,web
1934,ORD101934,C23204,2025-03-03,2025-03-06,delivered,paypal,EUR,42.23,4.0,168.92,app
306,ORD100306,C37195,2024-07-30,2024-08-05,delivered,cash,EUR,8.54,5.0,42.7,app
287,ORD100287,C61454,2024-02-13,2024-02-22,delivered,credit_card,USD,19.78,4.0,79.12,web
694,ORD100694,C18109,2025-06-24,2025-06-30,shipped,paypal,USD,37.82,2.0,75.64,web
1090,ORD101090,C55260,2024-03-22,2024-03-23,cancelled,credit_card,EUR,35.72,1.0,35.72,web
630,ORD100630,C76324,2024-09-19,2024-09-22,delivered,credit_card,EUR,44.58,3.0,133.74,partner
2339,ORD102339,C18347,2025-11-11,2025-11-20,delivered,cash,USD,59.79,1.0,59.79,app
1916,ORD101916,C35399,2024-12-10,2024-12-19,delivered,credit_card,EUR,22.4,3.0,67.2,web
1594,ORD101594,C73188,2025-12-02,2025-12-10,delivered,cash,EUR,31.45,2.0,62.9,web
1752,ORD101752,C66586,2025-12-17,2025-12-21,delivered,paypal,EUR,24.39,1.0,24.39,app
2194,ORD102194,C69168,2025-06-01,2025-06-08,delivered,paypal,EUR,25.15,3.0,75.45,web
1607,ORD101607,C63444,2025-09-07,2025-09-11,shipped,credit_card,EUR,21.94,2.0,43.88,app
1652,ORD101652,C14672,2025-10-28,2025-11-02,delivered,paypal,EUR,19.63,2.0,39.26,web
2066,ORD102066,C75258,2025-05-30,2025-06-07,shipped,paypal,EUR,28.37,3.0,85.11,app
2554,ORD100436,C61054,2025-07-15,2025-07-24,delivered,paypal,EUR,20.06,2.0,40.12,app
1455,ORD101455,C15897,2025-11-20,2025-11-24,delivered,paypal,EUR,88.57,5.0,442.85,web
931,ORD100931,C72979,2025-07-17,2025-07-21,delivered,credit_card,EUR,21.79,1.0,21.79,web
1381,ORD101381,C35608,2024-06-12,2024-06-21,processing,cash,USD,19.02,1.0,19.02,web
1818,ORD101818,C22187,2025-09-14,2025-09-23,cancelled,credit_card,EUR,20.16,3.0,60.48,web
13,ORD100013,C78501,2025-07-05,2025-07-14,delivered,paypal,EUR,34.33,1.0,34.33,web
1036,ORD101036,C91250,2024-01-23,2024-01-26,delivered,cash,EUR,15.92,4.0,63.68,web
1490,ORD101490,C34735,2025-07-05,2025-07-10,processing,credit_card,USD,55.25,1.0,55.25,web
514,ORD100514,C96321,2024-12-24,2024-12-28,delivered,credit_card,EUR,24.35,5.0,121.75,app
409,ORD100409,C11254,2024-09-11,2024-09-20,delivered,paypal,EUR,36.94,4.0,147.76,web
2297,ORD102297,C54212,2024-03-31,2024-04-03,delivered,credit_card,EUR,13.84,3.0,41.52,web
313,ORD100313,C35310,2025-12-05,2025-12-14,delivered,paypal,EUR,73.42,2.0,146.84,app
1979,ORD101979,C81500,2025-01-27,2025-02-04,processing,paypal,EUR,33.0,2.0,66.0,web
1084,ORD101084,C28043,2025-07-04,2025-07-05,processing,credit_card,USD,26.3,4.0,105.2,partner
1809,ORD101809,C96338,2025-03-16,2025-03-18,shipped,paypal,EUR,30.08,2.0,60.16,web
1992,ORD101992,C35847,,2025-05-27,processing,cash,USD,20.11,5.0,100.55,web
990,ORD100990,C40842,2024-03-19,2024-03-23,delivered,credit_card,EUR,31.13,4.0,124.52,app
382,ORD100382,C95294,2025-02-15,2025-02-18,delivered,paypal,EUR,49.9,2.0,99.8,app
2313,ORD102313,C14752,2025-02-10,2025-02-17,processing,paypal,EUR,24.32,1.0,24.32,app
2129,ORD102129,C38843,2024-09-14,2024-09-20,delivered,credit_card,EUR,52.03,5.0,260.15,web
817,ORD100817,C19577,2024-10-18,2024-10-24,delivered,credit_card,USD,19.66,2.0,39.32,app
1027,ORD101027,C35254,2024-03-06,2024-03-14,delivered,credit_card,EUR,24.76,3.0,74.28,web
1071,ORD101071,C28814,2025-09-07,2025-09-11,delivered,credit_card,USD,23.82,2.0,47.64,web
1103,ORD101103,C23560,2025-03-31,2025-04-02,delivered,paypal,USD,26.9,3.0,80.7,app
263,ORD100263,C93259,2024-01-27,2024-02-03,delivered,cash,EUR,39.47,2.0,78.94,web
1283,ORD101283,C82077,2025-07-09,2025-07-17,delivered,credit_card,EUR,32.56,5.0,162.8,web
